example_id,content,metadata,tagged_sentence,relation_type
c06bb553-d8f1-47f5-ab33-cfdebb6bca52,"When a building undergoes a major renovation, the technical, environmental and economic feasibility of installing high-efficiency alternative systems should be considered.",{'ID': '117_UK_DocM_V2_AccessAndUseOfBuildings'},"When a <e1>building</e1> undergoes a major renovation, the technical, environmental and economic <e2>feasibility of installing high-efficiency alternative systems</e2> should be considered.",necessity
74b9ee2c-0192-442d-b5a1-a2974d456429,"The dwelling is wheelchair adaptable such that key parts of the accommodation, including sanitary facilities and kitchens, could be easily altered to meet the needs of a wheelchair user or, where required by a local planning authority, the dwelling is wheelchair accessible.",{'ID': '67_UK_DocM_V1_AccessAndUseOfBuildings'},"The dwelling is wheelchair adaptable such that key parts of the accommodation, including sanitary facilities and kitchens, could be easily altered to meet the needs of a wheelchair user or, <e1>where required by a local planning authority</e1>, the <e2>dwelling is wheelchair accessible</e2>.",necessity
8207751f-13b8-4fe3-9bfe-4423093d4905,A  building  with  dwellings  or  accommodation  or  patient  rooms  shall  be  designed  and implemented so that the reverberation time of the staircase and exit route is no more than 1.3 seconds.,{'ID': '26_Finnish_AcousticEnvironment'},A <e1>building</e1> with dwellings or accommodation or patient rooms shall be <e2>designed and implemented</e2> so that the reverberation time of the staircase and exit route is no more than 1.3 seconds.,necessity
b5aa20f2-571e-48d8-9943-4102c9f9bd1a,"In exit passageways and fire-compartmented elevator shafts, means must be arranged for both smoke extraction and flow of replacement air.",{'ID': '250_Finnish_FireSafety'},"In <e1>exit passageways</e1> and fire-compartmented elevator shafts, <e2>means</e2> must be arranged for both smoke extraction and flow of replacement air.",necessity
1603fe12-9df6-4ab9-acbe-44895cccb7ed,Any looped cords must be fitted with child safety devices.,{'ID': '87_UK_DocO_Overheating'},Any <e1>looped</e1> <e2>cords</e2> must be fitted with child safety devices.,selection
d0ef750b-078c-4e63-a57f-298674c06a5e,Moisture-resistant insulation should be fitted below damp-proof course level and extend to the foundation block/structure.,{'ID': '136_UK_DocL_V1_ConsrvationOfFuelAndPower'},Moisture-resistant <e1>insulation</e1> should be fitted below damp-proof course level and <e2>extend to the foundation block/structure</e2>.,necessity
50e89a86-e2be-439d-b230-79274cd7199b,Modular and portable buildings with a planned service life of more than two years at a single location should be shown to comply with the energy efficiency requirements.,{'ID': '81_UK_DocM_V2_AccessAndUseOfBuildings'},Modular and <e1>portable</e1> buildings with a planned service life of more than <e2>two years</e2> at a single location should be shown to comply with the energy efficiency requirements.,none
f009a781-0ced-408d-b3d1-6ae7a848012e,"The landings in the indoor and outdoor areas of a building must be safe, sufficiently spacious and suitable for their purpose.",{'ID': '31_Finnish_SafetyOfUse'},"The <e1>landings</e1> in the indoor and outdoor areas of a building must be safe, <e2>sufficiently spacious</e2> and suitable for their purpose.",necessity
d3fc8c9b-c23a-4188-8723-369caa90453c,"The reference value for a building's total combined window area is 15 of the sum total of the floor  plate areas  of  the  buildings  storeys that  are  fully  or in  part  above  the  ground  but, however, at most 50 of the building's facade area.",{'ID': '124_Finnish_EnergyEfficiency'},"The reference value for a building's total combined window area is 15 of the sum total of the floor plate areas of the buildings storeys that are fully or in part above the ground but, however, at most 50 of the <e1>building's</e1> <e2>facade area</e2>.",part-of
f02161e2-1942-4ddf-9627-e3343df63909,"System controls should be wired so that when there is no demand for space heating, the heating appliance and pump are switched off.",{'ID': '214_UK_DocM_V2_AccessAndUseOfBuildings'},"<e1>System controls</e1> should be <e2>wired</e2> so that when there is no demand for space heating, the heating appliance and pump are switched off.",necessity
0cafda73-ee3a-4a99-a224-2d142de63618,"Where a wet heating system is either: a. newly installed b. fully replaced in an existing building, including the heating appliance, emitters and associated pipework all parts of the system including pipework and emitters should be sized to allow the space heating system to operate effectively and in a manner that meets the heating needs of the dwelling, at a maximum flow temperature of 55C or lower.",{'ID': '238_UK_DocL_V1_ConsrvationOfFuelAndPower'},"Where a wet <e1>heating system</e1> is either: a. newly installed b. <e2>fully replaced</e2> in an existing building, including the heating appliance, emitters and associated pipework all parts of the system including pipework and emitters should be sized to allow the space heating system to operate effectively and in a manner that meets the heating needs of the dwelling, at a maximum flow temperature of 55C or lower.",selection
0f67dad7-6df9-444b-8e72-f447668e3fde,"Where sanitary facilities are wheelchair accessible, WC pans should be a minimum of 400mm high.",{'ID': '104_UK_DocM_V1_AccessAndUseOfBuildings'},"Where sanitary facilities are wheelchair accessible, WC pans should be a minimum of <e1>400mm</e1> <e2>high</e2>.",greater-equal
8fec1c4a-527e-49b6-9267-89ff700a9291,"Where membranes are penetrated, careful detailing should be used to achieve a robust and durable seal at these penetrations.",{'ID': '182_UK_DocL_V1_ConsrvationOfFuelAndPower'},"Where <e1>membranes</e1> are <e2>penetrated</e2>, careful detailing should be used to achieve a robust and durable seal at these penetrations.",selection
77f993c6-dff1-4f9a-8f66-73221d3cbaff,"If the dwelling only has one habitable room, a minimum ventilation rate of 13l/s should be used.",{'ID': '43_UK_DocF_V1_Ventilation'},"If the <e1>dwelling</e1> only has one <e2>habitable room</e2>, a minimum ventilation rate of 13l/s should be used.",part-of
9fee4426-8d7f-40f9-bc6f-562a5d3fd9b4,"For roofs insulated at ceiling level, the long-term protection of the insulation layer should be considered: boarded areas should be provided above the insulation to give access for maintenance.",{'ID': '144_UK_DocL_V1_ConsrvationOfFuelAndPower'},"For roofs insulated at ceiling level, the long-term protection of the insulation layer should be considered: boarded areas should be <e1>provided above the insulation</e1> to <e2>give access for maintenance</e2>.",selection
339fc78c-a2f2-481c-a410-3aeb41e24b8a,Solid walls constructed of coursed brickwork or blockwork should be at least as thick as 1/16 of the storey height.,{'ID': '32_UK_DocA_Structure'},Solid walls constructed of coursed brickwork or blockwork should be at least as <e1>thick</e1> as 1/16 of the storey <e2>height</e2>.,none
4d80c4d1-08ee-481a-9f9c-e9151ce1094d,"The area of windows, roof windows, rooflights and doors should not exceed 25 of the total floor area of the dwelling.",{'ID': '421_UK_DocL_V1_ConsrvationOfFuelAndPower'},"The area of windows, roof windows, rooflights and <e1>doors</e1> should not exceed <e2>25</e2> of the total floor area of the dwelling.",none
7d877df3-9aa7-4dff-a64d-5356a66c944d,"In public outdoor and indoor spaces, and in business and service premises, a handrail must continue at least 300 millimetres past the start and end points of the structure, and in the case of stairs or ramps that have a width exceeding 2.4 metres and are located in assembly areas, it must also be placed so as to divide the passageway into parts no wider than the abovementioned width.",{'ID': '59_Finnish_SafetyOfUse'},"In <e1>public</e1> <e2>outdoor and indoor spaces</e2>, and in business and service premises, a handrail must continue at least 300 millimetres past the start and end points of the structure, and in the case of stairs or ramps that have a width exceeding 2.4 metres and are located in assembly areas, it must also be placed so as to divide the passageway into parts no wider than the abovementioned width.",selection
c2c49207-78b3-42b0-8b61-ad506f5a80e2,"In hard water areas, suitable measures should be taken to treat the feed water to water heaters and the hot water circuit of combination boilers to reduce lime-scale accumulation.",{'ID': '381_UK_DocL_V1_ConsrvationOfFuelAndPower'},"In hard water areas, suitable <e1>measures</e1> should be taken to <e2>treat the feed water to water heaters and the hot water circuit of combination boilers to reduce lime-scale accumulation</e2>.",selection
7c44934c-61e1-4904-a493-1aa360ccc7d1,"The building shall be constructed so that the combined dead,imposed and wind loads are sustained and transmitted by it to the ground: (a) safely; and (b) without causing such deflection or deformation of any part of the building, or such movement of the ground, as will impair the stability of any part of another building.",{'ID': '1_UK_DocA_Structure'},"The building shall be constructed so that the combined dead,imposed and wind loads are <e1>sustained</e1> and transmitted by it to the ground: (a) safely; and (b) <e2>without causing such deflection or deformation of any part of the building, or such movement of the ground, as will impair the stability of any part of another building</e2>.",selection
d3e7a947-536e-4a49-9823-e27fc0f68b27,Length of landings to be at least equal to the width of the ramp.,{'ID': '66_UK_DocK_ProtectionFromFalling'},<e1>Length</e1> of landings to be at least equal to the <e2>width</e2> of the ramp.,greater-equal
0cfe8c0e-45e4-4c4c-bf9b-906e26e28c75,"There should be sufficient space for people to approach the building, pass others who are travelling in the opposite direction and carry out all necessary manoeuvres.",{'ID': '43_UK_DocM_V2_AccessAndUseOfBuildings'},"There should be sufficient space for <e1>people</e1> to approach the building, pass others who are travelling in the opposite direction and <e2>carry out all necessary manoeuvres</e2>.",none
